caption_id,track_id,caption,is_valid_subset,familiarity,artist_id,album_id,path,duration,genre,instrument,mood/theme
709,1009673,A choppy beat-heavy acoustic guitar song with soft vocals.,True,0,7063,118858,73/1009673.mp3,169.0,"['folk', 'pop', 'popfolk']","['acousticguitar', 'drum', 'piano', 'synthesizer']","['commercial', 'communication', 'entertainment']"
362,1009673,"Pop rock uptempo song reminding of the 60s but with a more modern overall sound. Male voice,  with a catchy chorus that surprisingly moves to a short synth interlude before the second verse. An happy sounding song with a hint of melancholy.",,2,7063,118858,73/1009673.mp3,169.0,"['folk', 'pop', 'popfolk']","['acousticguitar', 'drum', 'piano', 'synthesizer']","['commercial', 'communication', 'entertainment']"
234,1009674,"A rock song, with a pad synth in the back, male vocals accompanied by drums and piano midway, and an electric synth at the end. Happy song, upbeat and can be heard doing leisure activities.",,0,7063,118858,74/1009674.mp3,210.2,"['electronic', 'pop', 'rock']","['bass', 'drum', 'piano', 'synthesizer']","['commercial', 'communication']"
1032,1009674,"The song builds up with an optimistic and hopeful feel using drums, bass guitar and a synth solo in the middle along with vocals talking about living on",True,1,7063,118858,74/1009674.mp3,210.2,"['electronic', 'pop', 'rock']","['bass', 'drum', 'piano', 'synthesizer']","['commercial', 'communication']"
360,101006,Typical modern folk ballad with a strummed acoustic guitar accompaniment supporting a male voice. After the first verse of the song a shaker comes in to give a bit of rhythm and the second verse ends in an harmonica solo.,,2,6079,11348,06/101006.mp3,168.4,"['pop', 'popfolk']",[],[]
633,1011643,"A funky track featuring a clean wobbly guitar, crisp male vocal with some female backing vocals.",True,1,421874,119118,43/1011643.mp3,270.5,"['funk', 'groove', 'jazzfunk']","['bass', 'drum', 'electricguitar']",[]
1020,101464,a guitar and voice ballad song. Percussive elements are added by the guitarist's fingerstyle.,,1,6079,11348,64/101464.mp3,206.8,"['pop', 'popfolk']",[],[]
630,1014963,This song starts with a electric guitar riff and then gets rich with brass instruments and a female vocal singing in English.,True,1,358187,119528,63/1014963.mp3,244.9,"['reggae', 'rock']",[],[]
486,103089,"Heavy metal song with folk influences, drum and distorted guitars are sustained by a French speaking male voice and a synth lead, in some point the music stops and there is a rain sample.",True,0,14,11709,89/103089.mp3,210.1,"['hardcore', 'metal']",[],[]
1017,1033252,"A 70s style british pop song with drums, guitars, a synth violin sounds and finally bright piano chords.",True,1,433896,121612,52/1033252.mp3,246.3,"['indiepop', 'indietronica', 'lofi', 'poprock']","['acousticguitar', 'drummachine', 'electronicorgan', 'piano']",[]
520,1033253,This indie rock song almost sounds like a children song if it wasn’t for the lyrics.,True,1,433896,121612,53/1033253.mp3,123.0,"['indiepop', 'indietronica', 'lofi', 'poprock']","['acousticguitar', 'drummachine', 'electronicorgan', 'piano']",[]
1040,103333,This is an instrumental track based on electronic samples that can be used before the start of a movie to give a doomsday or post apocalypse feel,True,0,6568,11759,33/103333.mp3,93.6,"['easylistening', 'electronic', 'soundtrack']",[],[]
194,1036435,"This track starts creating an ambiental atmosphere on which a female singer starts singing, evoking a misterious and sinister character.",True,0,365425,122017,35/1036435.mp3,208.1,"['electronic', 'pop', 'rock', 'triphop']",[],[]
970,1036435,"A cyberpunk influenced track, featuring diverse synthesizers and a distorted female singing voice, which could be played in the ending credits of a video game or a sci-fi movie.",True,2,365425,122017,35/1036435.mp3,208.1,"['electronic', 'pop', 'rock', 'triphop']",[],[]
949,1036934,Indie alike track to time-travel to mid 2000's.,,2,7063,122071,34/1036934.mp3,182.0,"['electronic', 'pop']","['bass', 'drum', 'piano', 'synthesizer']","['communication', 'fashion']"
741,1036934,"Pop song with claps, piano chords and vocals",True,1,7063,122071,34/1036934.mp3,182.0,"['electronic', 'pop']","['bass', 'drum', 'piano', 'synthesizer']","['communication', 'fashion']"
447,1036934,Upbeat song of male singing with an echo effect with clapping chorus in the background with ambient synthetic sounds and occasional guitar bass notes,True,1,7063,122071,34/1036934.mp3,182.0,"['electronic', 'pop']","['bass', 'drum', 'piano', 'synthesizer']","['communication', 'fashion']"
572,103887,"Two electric guitars in conversation with each other, one with a wua-wua effect and the other with a strong delay effect.",True,1,3901,12064,87/103887.mp3,258.3,"['instrumentalpop', 'pop', 'rock']",[],[]
723,103892,bluesy guitar with a slow repetitive rythm in a smoky room in latin america,True,1,3901,12064,92/103892.mp3,156.7,"['classical', 'instrumentalpop', 'jazz', 'pop']",[],[]
438,103892,"This is a slow but deliberate jazz song, featuring two guitars (one acoustic, one bass), with a bass drum being used in points to keep timing. The tempo begins to increase somewhat in the last 16 seconds, which is also when the drums really come in.",,1,3901,12064,92/103892.mp3,156.7,"['classical', 'instrumentalpop', 'jazz', 'pop']",[],[]
401,1050845,"Synthetic orchestral piece in the style of a 90s war movie battle scene soundtrack, with prominent bass drums and dry brass section harmonies",True,2,432124,123749,45/1050845.mp3,211.7,"['orchestral', 'soundtrack']",[],['epic']
672,1051193,Melodic and heartfelt piano ballad performed by a female voice accompanied by piano.,True,1,436034,123814,93/1051193.mp3,231.2,"['indie', 'popfolk']","['piano', 'voice']",[]
653,1051193,A song that's intensely personal as its superficial lyrics that take you to nowhere.,,1,436034,123814,93/1051193.mp3,231.2,"['indie', 'popfolk']","['piano', 'voice']",[]
290,1051195,"Acoustic guitar that overtakes the female vocal line) starts the song, as a rimshot-heavy drum groove emerges; warbly vocals bring in the chorus, which is nostalgic and reminiscent.",True,0,436034,123814,95/1051195.mp3,233.5,"['indie', 'popfolk']","['acousticguitar', 'electricguitar', 'voice']","['dream', 'hopeful']"
539,1051196,This song has acoustic guitar as base and a female vocal in the foreground and is somewhere between christian rock and country.,,0,436034,123814,96/1051196.mp3,218.8,"['folk', 'popfolk']","['acousticguitar', 'electricguitar', 'piano', 'voice']","['bright', 'hopeful', 'optimistic']"
178,1051196,Strummed acoustic guitar and female vocal on an uplifting pop song performed by real musicians.,True,1,436034,123814,96/1051196.mp3,218.8,"['folk', 'popfolk']","['acousticguitar', 'electricguitar', 'piano', 'voice']","['bright', 'hopeful', 'optimistic']"
715,1051196,"country-pop relaxing song with happy mood and acoustic guitar, ideal for young girls going out shopping or dreaming about their love",True,0,436034,123814,96/1051196.mp3,218.8,"['folk', 'popfolk']","['acousticguitar', 'electricguitar', 'piano', 'voice']","['bright', 'hopeful', 'optimistic']"
736,1051196,"Jaunty acoustic guitar, up tempo, alt folk with woman’s vocals, wistful and hopeful, musically uncomplicated and steady.",True,2,436034,123814,96/1051196.mp3,218.8,"['folk', 'popfolk']","['acousticguitar', 'electricguitar', 'piano', 'voice']","['bright', 'hopeful', 'optimistic']"
799,1051197,a piano ballad with a female singer evoking nostalgia and disillusioned love,True,2,436034,123814,97/1051197.mp3,230.2,"['indie', 'popfolk']","['electricguitar', 'piano', 'voice']",[]
156,1051197,A female led slow piano ballad detailing a trip to Yosemite and the metaphorical feelings of isolation and a break up.,True,1,436034,123814,97/1051197.mp3,230.2,"['indie', 'popfolk']","['electricguitar', 'piano', 'voice']",[]
32,1051197,"Happy piano ballad with a female singer, building up into a full band singer-songwriter pop song.",True,2,436034,123814,97/1051197.mp3,230.2,"['indie', 'popfolk']","['electricguitar', 'piano', 'voice']",[]
280,1051198,"A record noise opens up this song, followed quickly by a filtered female voice; piano chords finish the intro and the song opens up into a high-quality piano-pop melody that is evocative of the singer-songwriter type that is dabbling in soft-rock.",,1,436034,123814,98/1051198.mp3,201.5,"['indie', 'popfolk']","['electricguitar', 'piano', 'voice']",[]
1030,1051198,"Country-tinged, piano driven pop with a female lead singer",True,1,436034,123814,98/1051198.mp3,201.5,"['indie', 'popfolk']","['electricguitar', 'piano', 'voice']",[]
260,1051200,"This song has an acoustic guitar and a female voice. Its an indie song, with sad lyrics, talking about breakup and memories of a relationship.",,1,436034,123814,00/1051200.mp3,234.5,"['indie', 'popfolk']","['acousticguitar', 'voice']",[]
768,1051201,I'm in a charismatic church and feeling sea sick from all the swaying to and fro.,False,1,436034,123814,01/1051201.mp3,263.6,"['indie', 'popfolk']","['electricguitar', 'piano', 'voice']",[]
206,1051201,Vocal pop song with piano accompaniment that is sad with rock-style instrumentation in a professional recording session.,True,2,436034,123814,01/1051201.mp3,263.6,"['indie', 'popfolk']","['electricguitar', 'piano', 'voice']",[]
844,1051201,Pop song starting with piano accompaniment. Lyrical and melodic with female voice.,,1,436034,123814,01/1051201.mp3,263.6,"['indie', 'popfolk']","['electricguitar', 'piano', 'voice']",[]
425,1051201,Piano ballad with looping arpeggios and sad emo pop vocals,True,0,436034,123814,01/1051201.mp3,263.6,"['indie', 'popfolk']","['electricguitar', 'piano', 'voice']",[]
609,1051203,Mid-tempo pop ballad for piano and female voice in ternary beat.,True,2,436034,123815,03/1051203.mp3,204.1,"['folk', 'popfolk', 'singersongwriter']","['acousticguitar', 'guitar', 'piano']",[]
8,1051207,"This song is an acoustic singer-songwriter track with female vocals, bluesy harmonies, and trite lyrics; it sounds like something you’d hear at a coffee shop open mic.",True,1,436034,123815,07/1051207.mp3,168.6,"['folk', 'popfolk', 'singersongwriter']","['acousticguitar', 'guitar']","['happy', 'hopeful']"
590,1053845,"An electronic ambient track, with a dark tone. The song progresses building the sections on top of each other. A hollow percussion drum beat builds on top of a dark and soft harp, towards the end a violin lead comes in. The song itself is pretty anonymous.",,1,340225,124189,45/1053845.mp3,449.1,"['ambient', 'electronic']","['cello', 'conga', 'synthesizer', 'tubularbell']",['emotional']
742,1053845,"Inspiring Synth Arpeggio with Soft Percussion, Technological Background Music",True,0,340225,124189,45/1053845.mp3,449.1,"['ambient', 'electronic']","['cello', 'conga', 'synthesizer', 'tubularbell']",['emotional']
1011,1053845,"a soothing electronic piece with shimmering sounds, tribal percussion and, repetitive synth motif and several layers of pads",True,1,340225,124189,45/1053845.mp3,449.1,"['ambient', 'electronic']","['cello', 'conga', 'synthesizer', 'tubularbell']",['emotional']
763,1054342,A ballad song with an acoustic guitar and a male voice singing french words.,True,1,7805,124290,42/1054342.mp3,244.0,"['folk', 'popfolk']","['guitar', 'tabla']","['indian', 'sad']"
308,1054342,A slow tempo guitar picking song of a folk genre which can be played on a road trip it evokes a relaxed sensation,True,1,7805,124290,42/1054342.mp3,244.0,"['folk', 'popfolk']","['guitar', 'tabla']","['indian', 'sad']"
712,1054396,fast and fun beat-based indie pop to set a protagonist-gets-good-at-x movie montage to.,True,1,7063,124283,96/1054396.mp3,168.9,"['electronic', 'pop', 'rock']","['bass', 'drum', 'electricguitar', 'synthesizer']","['commercial', 'communication']"
687,1055022,"This song that features a piano, cello and oboe starts calmly and then arrives to a crescendo to give a triumphant atmosphere.",True,1,436558,124371,22/1055022.mp3,87.1,"['classical', 'orchestral']","['cello', 'clarinet', 'computer', 'cymbal', 'drum', 'flute', 'harp', 'orchestra', 'piano', 'sampler', 'timpani', 'trombone', 'trumpet', 'viola', 'violin', 'voice']","['epic', 'sad']"
953,10575,A track with elements from eurodance and indie guitars.,True,1,14,1561,75/10575.mp3,126.2,['metal'],[],[]
1056,1057890,"A symphonic orchestra intro, followed by piano and electronic sounds, builds into a modern calm electronic song with female vocals and some ethnic atmosphere.",True,0,436941,124781,90/1057890.mp3,384.2,['electronic'],[],[]
974,1057890,A cinematic electronic soundtrack which announces the epic journey the protagonist will undertake in a post-apocalyptic world.,True,1,436941,124781,90/1057890.mp3,384.2,['electronic'],[],[]
188,1060600,Melodic jazz piece starting off with a solo sax intro and continues with smooth electric guitar and synthesizer riffs.,True,1,352880,125122,00/1060600.mp3,185.6,"['folk', 'indie', 'jazz', 'pop', 'rock']",[],[]
190,1060600,"This piece starts with a saxophone solo, then a full jazz band (bass, electric piano, guitar, drums) comes in and establishes a nice, contemplative mood, but then the guitar starts to ruin the mood with some unsuited soloing.",,1,352880,125122,00/1060600.mp3,185.6,"['folk', 'indie', 'jazz', 'pop', 'rock']",[],[]
476,1060600,"A groovy saxophone plays freely to open, which gives way to a relaxed guitar and minute drum backing. The mood feels like basking in a hot tub in midsummer, at a Californian poolside. The guitar harmonies bob around each other gracefully. The music continues to amble along gently.",,1,352880,125122,00/1060600.mp3,185.6,"['folk', 'indie', 'jazz', 'pop', 'rock']",[],[]
125,1061369,"Probably a three piece band with melodic guitar, heavy bass and drums playing an instrumental and energetic piece.",True,1,7063,125285,69/1061369.mp3,161.5,"['electronic', 'instrumentalrock', 'pop', 'poprock', 'rock']","['bass', 'drum', 'electricguitar', 'piano', 'synthesizer']","['commercial', 'communication']"
616,1061384,An instrumental song that evokes some kind of a rush to go and declare your love.,,2,7063,125285,84/1061384.mp3,160.1,"['instrumentalpop', 'pop', 'rock']",[],"['commercial', 'communication', 'entertainment']"
547,1061473,"oh, this is kind of post punk music, remind me my high school memory.",True,1,7063,125285,73/1061473.mp3,112.7,"['instrumentalrock', 'pop', 'poprock', 'rock']",[],"['communication', 'entertainment', 'sport']"
205,1061564,"A slow, amateur recording of a universally familiar song in spanish, perhaps sent as part of an e-card.",True,2,342608,125303,64/1061564.mp3,95.8,['pop'],[],['children']
1039,1062831,Only instrumental and based on electronic samples that picks up as the song progresses,True,0,348998,125504,31/1062831.mp3,290.1,"['electronic', 'pop', 'soundtrack']",[],"['happy', 'motivational']"
639,1063331,An instrumental hopefully positive track where the foreground melody features a classic guitar.,True,1,437571,125588,31/1063331.mp3,200.0,"['folk', 'pop', 'soundtrack']","['guitar', 'mandolin']","['documentary', 'film', 'holiday']"
5,1063332,Groovy instrumental funk rock track with occasional guitar solos that give you a feeling of longing.,True,1,437571,125588,32/1063332.mp3,161.5,"['funk', 'indie', 'rock', 'soundtrack']",[],[]
634,1063454,A deeply soothing track featuring two string instruments makes one peaceful with theirselves and the world.,True,1,437571,125601,54/1063454.mp3,119.5,"['folk', 'pop', 'soundtrack']",['guitar'],['film']
91,1066197,the song is moving. piano is playing over long notes.,,1,437998,126023,97/1066197.mp3,304.0,"['ambient', 'classical', 'orchestral']","['cello', 'piano']","['filmscore', 'sad']"
1095,1066198,"Instrumental song with a sad but intense romantic Latin vibe, the melody is carried by a piano.",True,1,437998,126023,98/1066198.mp3,341.4,"['easylistening', 'latin', 'samba']","['acousticguitar', 'bongo', 'guitar', 'piano']",['light']
885,1066198,"Feels like there is an argument happening between two people with the constant beat making it like time is progressing forward which can be used for either casual listening, reminiscing on a memory or background of a movie scene mostly involving percussion and piano thats having a conversation between two different octaves",,1,437998,126023,98/1066198.mp3,341.4,"['easylistening', 'latin', 'samba']","['acousticguitar', 'bongo', 'guitar', 'piano']",['light']
669,1066204,A sad and moving instrumental piece for piano accompanied by a string section.,True,1,437998,126023,04/1066204.mp3,280.6,"['ambient', 'classical', 'orchestral']","['cello', 'piano']","['filmmusic', 'nature', 'sad']"
881,1066204,Melodic sad instrumental piano that gives an atmospheric vibe,True,1,437998,126023,04/1066204.mp3,280.6,"['ambient', 'classical', 'orchestral']","['cello', 'piano']","['filmmusic', 'nature', 'sad']"
257,1067070,"This is an experimental electronic songs, with noisy synths and a male voice speaking a slavic language.",True,1,358348,126135,70/1067070.mp3,304.9,"['ambient', 'drone', 'soundtrack']",['computer'],"['cosmic', 'nostalgic']"
821,1068667,Hopeful Emotional Pop Ballad with Piano violin and minimal drums Repeating melody that builds into an electro house beat,,1,348064,126331,67/1068667.mp3,283.8,['classical'],"['bass', 'drum', 'piano', 'synthesizer', 'viola', 'violin', 'violins']",['beautiful']
1007,1068667,"A cinematic piece with a very bright piano, later joined by a drum machine, hand  clapping and a violin synth sound which makes the track sound a little bit more oriental.",True,1,348064,126331,67/1068667.mp3,283.8,['classical'],"['bass', 'drum', 'piano', 'synthesizer', 'viola', 'violin', 'violins']",['beautiful']
481,1068668,Instrumental ambient electronic song. The drum machine beat blends with a sparse piano lead motif. The track is made full by strings and later by a violin lead. The track has an emotional progression and feeling.,,1,348064,126331,68/1068668.mp3,201.1,['classical'],"['bass', 'drum', 'piano', 'synthesizer', 'viola', 'violin', 'violins']",['beautiful']
861,1068671,Sad and dreamy feel sung with a haunting voice and mellow violin that leads into fast beats electronic synths,True,1,348064,126331,71/1068671.mp3,291.1,['classical'],"['bass', 'drum', 'piano', 'synthesizer', 'viola', 'violin', 'violins']",['beautiful']
1094,1069500,Elegant and pure sounds that convey a sense of order and cleanliness,True,0,362552,126482,00/1069500.mp3,211.2,"['ambient', 'electronic']","['piano', 'strings']",[]
170,1070256,This is a experimental piece or sound effect with quiet noises of running water and someone whispering.,True,0,423996,126616,56/1070256.mp3,127.6,"['ambient', 'drone', 'experimental', 'noise']",['computer'],"['dark', 'soundscape']"
169,1078392,"A melodic acoustic pop/rock track with a male lead singer, guitar, drums and background vocals.",True,1,343767,128427,92/1078392.mp3,210.2,"['blues', 'electronic', 'funk', 'pop', 'poprock', 'rock']","['acousticguitar', 'bass', 'drum', 'electricguitar', 'electricpiano', 'hammond', 'piano', 'rhodes', 'tambourine']",[]
256,1078392,"An acoustic guitar is paired with an echoey drumkit and whiny lyrics about nature (e.g., oceans, horizons) in what is a pretty average sync track",True,2,343767,128427,92/1078392.mp3,210.2,"['blues', 'electronic', 'funk', 'pop', 'poprock', 'rock']","['acousticguitar', 'bass', 'drum', 'electricguitar', 'electricpiano', 'hammond', 'piano', 'rhodes', 'tambourine']",[]
238,1078392,"A blues song, with guitar drums, and male vocals. It is a happy song with lyrics about hope.",,1,343767,128427,92/1078392.mp3,210.2,"['blues', 'electronic', 'funk', 'pop', 'poprock', 'rock']","['acousticguitar', 'bass', 'drum', 'electricguitar', 'electricpiano', 'hammond', 'piano', 'rhodes', 'tambourine']",[]
820,1078392,Pop rock song with a hopeful feel and a chorus that audience can sing along to,True,1,343767,128427,92/1078392.mp3,210.2,"['blues', 'electronic', 'funk', 'pop', 'poprock', 'rock']","['acousticguitar', 'bass', 'drum', 'electricguitar', 'electricpiano', 'hammond', 'piano', 'rhodes', 'tambourine']",[]
1080,1078393,"Groovy funky song with an intimate touch, perfect for a small self contained dance",True,1,343767,128427,93/1078393.mp3,227.5,"['blues', 'electronic', 'funk', 'pop', 'poprock', 'rock']","['acousticguitar', 'bass', 'drum', 'electricguitar', 'electricpiano', 'hammond', 'piano', 'rhodes', 'tambourine']",[]
179,108303,Delayed synth blips and electronic drums combine on an ambient electronica track.,True,1,337281,13053,03/108303.mp3,230.0,['electronic'],[],[]
851,108303,electronic music track that has chill and relaxed beats,True,0,337281,13053,03/108303.mp3,230.0,['electronic'],[],[]
721,108303,"futuristic ambient song, with synthesizer and futuristic sounds, could be suitable for a sci-fi movie",,1,337281,13053,03/108303.mp3,230.0,['electronic'],[],[]
551,108303,Ambient electronic track with a mysterious and ethereal mood and a spacey vibe.,True,1,337281,13053,03/108303.mp3,230.0,['electronic'],[],[]
272,108303,"An instrumental electronic track, with a dark atmosphere, a two-measure basic beat using a characteristic rim shot snare, electronic percussions and synths, with a simple synth riff on top. The track develops using crescendos and diminuendos of sound materials.",,2,337281,13053,03/108303.mp3,230.0,['electronic'],[],[]
495,108650,Energetic German-language rock song with heavily distorted guitars,True,1,337296,13130,50/108650.mp3,147.1,"['indie', 'punk', 'rock']","['bass', 'drum', 'electricguitar']",[]
27,1086667,"Industrial Rock, Industrial Rock, Industrial Rock, Industrial Rock",,0,439729,129531,67/1086667.mp3,211.0,"['electronic', 'pop', 'rock']","['bass', 'drum', 'keyboard', 'voice']",['travel']
695,1086667,this euro dance track gets heavier at times but is not very pleasant to listen to in general.,,0,439729,129531,67/1086667.mp3,211.0,"['electronic', 'pop', 'rock']","['bass', 'drum', 'keyboard', 'voice']",['travel']
138,1089085,"Possibly a movie soundtrack, this instrumental piece has a dramatic tone, creates a slight suspense and a playful continuing",True,1,432273,129838,85/1089085.mp3,151.7,"['classical', 'soundtrack']","['bell', 'carillon', 'cello', 'flute', 'glockenspiel', 'harp', 'oboe', 'viola', 'violin']","['children', 'christmas', 'dreamy', 'film']"
510,1093792,An intriguing piano entry leaves space for a high pitch male vocal in this song.,True,0,440692,130370,92/1093792.mp3,197.0,"['dubstep', 'electronic', 'hiphop', 'pop']","['bass', 'drum', 'piano', 'synthesizer']",[]
962,1093792,Pop song with raspy singing using electronic music effects for melody and beat that can be used to sing along,True,1,440692,130370,92/1093792.mp3,197.0,"['dubstep', 'electronic', 'hiphop', 'pop']","['bass', 'drum', 'piano', 'synthesizer']",[]
658,1093792,Intense pop song with a base of piano and synthesizers.,True,1,440692,130370,92/1093792.mp3,197.0,"['dubstep', 'electronic', 'hiphop', 'pop']","['bass', 'drum', 'piano', 'synthesizer']",[]
770,1093792,Slow-paced pop ballad for an early morning walk.,True,1,440692,130370,92/1093792.mp3,197.0,"['dubstep', 'electronic', 'hiphop', 'pop']","['bass', 'drum', 'piano', 'synthesizer']",[]
213,1093792,"A pop song that sounds very 2000s and is upbeat, can be heard to chill, make something, cook or other leisure activities. It has male vocals, piano, synth and electronic elements",,1,440692,130370,92/1093792.mp3,197.0,"['dubstep', 'electronic', 'hiphop', 'pop']","['bass', 'drum', 'piano', 'synthesizer']",[]
67,1093793,"This track starts as an uplifting piano and voice track. It seems to be in a major key and starts with arpeggios and bass notes. It quickly moves into an EDM track with saw-wave synths and punchy drums, electronic bass. A male voice sings over it about a lost love of his. The synth sounds are very early 2010s. It sounds like a mix between EDM and House.",,2,440692,130370,93/1093793.mp3,182.0,"['electronic', 'hiphop', 'pop']","['bass', 'drum', 'piano', 'synthesizer']",[]
1057,1093793,Electronic disco music about love that builds up quickly and has a dance beat to it,True,0,440692,130370,93/1093793.mp3,182.0,"['electronic', 'hiphop', 'pop']","['bass', 'drum', 'piano', 'synthesizer']",[]
586,1093793,"EDM dance pop song with a male autotune voice. Typical Tomorrowland feeling, with a build/break structure and long attack synths.",,1,440692,130370,93/1093793.mp3,182.0,"['electronic', 'hiphop', 'pop']","['bass', 'drum', 'piano', 'synthesizer']",[]
621,1093794,Pop love song that would accompany perfectly a morning run.,True,1,440692,130370,94/1093794.mp3,140.0,"['electronic', 'hiphop', 'pop']","['bass', 'drum', 'piano', 'synthesizer']",[]
161,1093794,Clean and polished synthy pop song with a clean male vocal from 2000's.,True,1,440692,130370,94/1093794.mp3,140.0,"['electronic', 'hiphop', 'pop']","['bass', 'drum', 'piano', 'synthesizer']",[]
918,1093794,"Traditional formula for an RnB track, not so creative. Cannot stand for more than 30 seconds.",False,0,440692,130370,94/1093794.mp3,140.0,"['electronic', 'hiphop', 'pop']","['bass', 'drum', 'piano', 'synthesizer']",[]
203,1093794,"It's an electro-pop song, with synths, a hip-hop beat, and male vocals. It can be heard while running, cooking, studying to some extent, and as a background song to a video. very pop song",,1,440692,130370,94/1093794.mp3,140.0,"['electronic', 'hiphop', 'pop']","['bass', 'drum', 'piano', 'synthesizer']",[]
430,1093794,"Pop song with a piano-like synth intro that quickly moves to an electro-pop synth backbone. Male voice with simple harmonies and a drum machine beat, typical sound of the pop songs of the late 2010s with a cheesy lyric.",,1,440692,130370,94/1093794.mp3,140.0,"['electronic', 'hiphop', 'pop']","['bass', 'drum', 'piano', 'synthesizer']",[]
766,1093795,So many styles juxtaposed in the first ten seconds that my expectations were obliterated.,False,0,440692,130370,95/1093795.mp3,160.0,"['electronic', 'hiphop', 'pop']","['bass', 'drum', 'piano', 'synthesizer']",[]
530,1093795,This is an energetic and positive electronic pop song that features autotuned male vocals.,True,2,440692,130370,95/1093795.mp3,160.0,"['electronic', 'hiphop', 'pop']","['bass', 'drum', 'piano', 'synthesizer']",[]
704,1093795,"starts as a singer-songwriter campfire song, adds a nervous lead synthesizer, then heavily autotuned vocals, with some backing by acoustic drums  and some pads and sometimes a bit of vocal harmonizing. romantic, laid-back feel as if jack johnson did cloudrap",,0,440692,130370,95/1093795.mp3,160.0,"['electronic', 'hiphop', 'pop']","['bass', 'drum', 'piano', 'synthesizer']",[]
494,1093795,"Bitter-sweet, emotional pop song with an auto-tuned male voice and a theremine (during the post chorus).",,2,440692,130370,95/1093795.mp3,160.0,"['electronic', 'hiphop', 'pop']","['bass', 'drum', 'piano', 'synthesizer']",[]
148,1093795,"mood: uplifting, inspiring
vocals: male singer
instruments: guitar, electronic synthesizers",False,1,440692,130370,95/1093795.mp3,160.0,"['electronic', 'hiphop', 'pop']","['bass', 'drum', 'piano', 'synthesizer']",[]
17,1097943,Pop song which could be potentially an ear-worm or a summer hit.,True,1,7063,130945,43/1097943.mp3,162.7,"['electronic', 'pop']",[],"['commercial', 'communication', 'fashion']"
275,1097943,"A nice backbeat punctuates this upbeat, danceable track. The vocals make this sound like taking a walk on a summer afternoon, enjoying the scenery and saying high to the neighbors. Synthesizers modernize the feel and give us a break from the vocals for a bit. A breakdown follows with piano.",,1,7063,130945,43/1097943.mp3,162.7,"['electronic', 'pop']",[],"['commercial', 'communication', 'fashion']"
956,1100002,A jazz track to have a pleasant time during lunch.,True,2,4488,131255,02/1100002.mp3,224.4,"['chanson', 'chansonfrancaise', 'easylistening']","['acousticguitar', 'synthesizer']",['child']
60,1100002,"An simple, upbeat, jazzy tune with a cheesy instrumentation and french male vocals",True,2,4488,131255,02/1100002.mp3,224.4,"['chanson', 'chansonfrancaise', 'easylistening']","['acousticguitar', 'synthesizer']",['child']
975,1107251,RnB but cute sounds like someone who plays volleyball wrote it,False,1,339779,132225,51/1107251.mp3,228.6,['hiphop'],"['electricguitar', 'piano']","['happy', 'relaxing', 'summer']"
